0.000000000000000e+00 _BEG_ 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 TWISS0 3.108647000000000e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.405883000000000e+01 1.000000000000000e-16 0.000000000000000e+00 1.000000000000000e-16 0.000000000000000e+00
1.000000000000000e-01 QLF 3.123659105025918e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.399051635863335e+01 1.097508629642632e-16 0.000000000000000e+00 9.493885732726398e-17 0.000000000000000e+00
2.000000000000000e-01 QLF 3.108646992782419e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.405883002972257e+01 1.189725092288565e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
3.000000000000000e-01 LM1 3.078775496591484e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.419672128929015e+01 1.279145013469875e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
4.000000000000000e-01 LM1 3.049112862360879e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.433670116816590e+01 1.368564934651184e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
5.000000000000000e-01 LM1 3.019659090090602e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.447876966634981e+01 1.457984855832493e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
6.000000000000000e-01 LM1 2.990414179780655e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.462292678384189e+01 1.547404777013802e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
7.000000000000000e-01 LM1 2.961378131431037e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.476917252064214e+01 1.636824698195111e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
7.999999999999999e-01 LM1 2.932550945041747e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.491750687675055e+01 1.726244619376420e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
8.999999999999999e-01 LM1 2.903932620612787e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.506792985216713e+01 1.815664540557729e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
1.150000000000000e+00 LL0 2.833300580616826e+01 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 1.545312500018181e+01 2.039214343511002e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00
1.550000000000000e+00 BK 2.723004522048120e+01 -9.999999939225290e-06 8.881780694175908e-12 -9.999991057444597e-06 1.609658924832014e+01 2.396894028212988e-16 9.999999939225290e-06 8.941992116936256e-17 4.999999997916667e-05
1.950000000000000e+00 BK 2.616050254732077e+01 -3.999999984928391e-05 1.776356138835182e-11 -3.999998208572253e-05 1.677347132166102e+01 2.754573712863334e-16 3.999999984928391e-05 8.941992115548943e-17 9.999999983333334e-05
2.200000000000000e+00 LL0 2.550900841055798e+01 -6.499999980761725e-05 1.776334137948470e-11 -6.499998204427587e-05 1.721349262053072e+01 2.978123515752057e-16 6.499999980761725e-05 8.941992115548943e-17 9.999999983333334e-05
2.450000000000000e+00 LL0 2.487056814635233e+01 -8.999999976595059e-05 1.776312137061759e-11 -8.999998200282922e-05 1.766656778749766e+01 3.201673318640780e-16 8.999999976595059e-05 8.941992115548943e-17 9.999999983333334e-05
2.850000000000000e+00 BK 2.387621577802070e+01 -1.399999995718426e-04 2.664490206478688e-11 -1.399999729269405e-04 1.841864005488108e+01 3.559353003226965e-16 1.399999995093426e-04 8.941992113728170e-17 1.499999991250000e-04
3.250000000000000e+00 BK 2.291528132244914e+01 -2.099999991485679e-04 3.552668275896278e-11 -2.099999636218851e-04 1.920413012871203e+01 3.917032687736465e-16 2.099999988985679e-04 8.941992111714746e-17 1.999999980416667e-04
3.500000000000000e+00 LL0 2.233166732176686e+01 -2.599999988152345e-04 3.552624268458323e-11 -2.599999632889918e-04 1.971203142029929e+01 4.140582490529334e-16 2.599999984089845e-04 8.941992111714746e-17 1.999999980416667e-04
3.750000000000000e+00 LL0 2.176110719367462e+01 -3.099999984819012e-04 3.552580261020367e-11 -3.099999629560986e-04 2.023298657698074e+01 4.364132293322203e-16 3.099999979194012e-04 8.941992111714746e-17 1.999999980416667e-04
4.149999999999999e+00 BK 2.087536304325834e+01 -3.999999976544599e-04 4.440758330437957e-11 -3.999999532468766e-04 2.109366681506396e+01 4.721811977742498e-16 3.999999966544598e-04 8.941992109267862e-17 2.499999958333334e-04
4.550000000000000e+00 BK 2.002303680581100e+01 -5.099999961978519e-04 5.328936399856210e-11 -5.099999429084879e-04 2.198776483798872e+01 5.079491662061064e-16 5.099999943853518e-04 8.941992106628329e-17 2.999999930000001e-04
4.800000000000000e+00 LL0 1.950730294153431e+01 -5.849999950728519e-04 5.328870380445999e-11 -5.849999417841481e-04 2.256354608906783e+01 5.303041464726772e-16 5.849999926353517e-04 8.941992106628329e-17 2.999999930000001e-04
5.050000000000000e+00 LL0 1.900462294987691e+01 -6.599999939478520e-04 5.328804361035788e-11 -6.599999406598084e-04 2.315238120181382e+01 5.526591267392480e-16 6.599999908853517e-04 8.941992106628329e-17 2.999999930000001e-04
