0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 -3.512645632263583e-20 -3.512645632263583e-20 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
5.000000000000000e-01 -3.926910072139503e-03 -6.542910836545698e-10 -3.926910726430587e-03 0.000000000000000e+00 -3.539446666122161e-14 -3.539446666122161e-14 4.999794385778324e-01 -1.570796326794897e-02 0.000000000000000e+00 0.000000000000000e+00
5.000000000000000e-01 -3.926910072139503e-03 -6.542910836545698e-10 -3.926910726430587e-03 0.000000000000000e+00 -3.539446666122161e-14 -3.539446666122161e-14 4.999794385778324e-01 -1.570796326794897e-02 0.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 -1.570667138225663e-02 -7.722434517308803e-09 -1.570667910469115e-02 0.000000000000000e+00 -7.671205032351992e-14 -7.671205032351992e-14 9.998355147105487e-01 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
1.500000000000000e+00 -3.141205092132078e-02 -2.110963743501354e-08 -3.141207203095821e-02 0.000000000000000e+00 -1.095211960096992e-14 -1.095211960096992e-14 1.499588794893414e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 -4.711743046038493e-02 -3.449684035271790e-08 -4.711746495722528e-02 0.000000000000000e+00 5.480781267165039e-14 5.480781267165039e-14 1.999342075076280e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
2.500000000000000e+00 -6.282280999944907e-02 -4.788404327042243e-08 -6.282285788349234e-02 0.000000000000000e+00 1.205677450289740e-13 1.205677450289740e-13 2.499095355259146e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 -7.852818953851322e-02 -6.127124618812742e-08 -7.852825080975941e-02 0.000000000000000e+00 1.863276779792206e-13 1.863276779792206e-13 2.998848635442012e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
3.500000000000000e+00 -9.423356907757736e-02 -7.465844910583288e-08 -9.423364373602647e-02 0.000000000000000e+00 2.520876115562717e-13 2.520876115562717e-13 3.498601915624878e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 -1.099389486166415e-01 -8.804565202353890e-08 -1.099390366622935e-01 0.000000000000000e+00 3.178475460819996e-13 3.178475460819996e-13 3.998355195807744e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
4.500000000000000e+00 -1.256443281557056e-01 -1.014328549412452e-07 -1.256444295885606e-01 0.000000000000000e+00 3.836074819460396e-13 3.836074819460396e-13 4.498108475990610e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 -1.413497076947698e-01 -1.148200578589520e-07 -1.413498225148276e-01 0.000000000000000e+00 4.493674168783434e-13 4.493674168783434e-13 4.997861756173475e+00 -3.141592653589793e-02 0.000000000000000e+00 0.000000000000000e+00
