Printout for SDDS file out/ltu3/run.twi

       s        ElementName  ElementType      betax          betay          alphax         alphay          etax          etaxp           etay          etayp           psix           psiy           enx            eny         pCentral0   
       m                                        m              m                                            m                             m                            rad            rad             m              m           m$be$nc    
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  7.650000e+01          LM0     CSRDRIFT   2.185520e+01   2.004986e+01  -1.133408e+00   1.087070e+00   3.927968e-02   3.142633e-02  -1.103794e-02   1.727536e-03   3.792418e+00   3.717489e+00   1.027856e-06   2.539614e-07   1.631685e+04 
  7.700000e+01          LM0     CSRDRIFT   2.301474e+01   1.898999e+01  -1.185675e+00   1.032663e+00   5.499285e-02   3.142633e-02  -1.017417e-02   1.727536e-03   3.814714e+00   3.743116e+00   1.027855e-06   2.539612e-07   1.631685e+04 
  7.750000e+01          LM0     CSRDRIFT   2.422655e+01   1.798453e+01  -1.237942e+00   9.782551e-01   7.070601e-02   3.142633e-02  -9.310403e-03   1.727536e-03   3.835890e+00   3.770175e+00   1.027854e-06   2.539610e-07   1.631685e+04 
  7.800000e+01          LM0     CSRDRIFT   2.549062e+01   1.703348e+01  -1.290209e+00   9.238477e-01   8.641918e-02   3.142633e-02  -8.446635e-03   1.727536e-03   3.856012e+00   3.798746e+00   1.027853e-06   2.539608e-07   1.631685e+04 
  7.850000e+01          LM0     CSRDRIFT   2.680697e+01   1.613683e+01  -1.342476e+00   8.694403e-01   1.021323e-01   3.142633e-02  -7.582867e-03   1.727536e-03   3.875140e+00   3.828909e+00   1.027853e-06   2.539607e-07   1.631685e+04 
  7.900000e+01          LM0     CSRDRIFT   2.817557e+01   1.529460e+01  -1.394743e+00   8.150329e-01   1.178455e-01   3.142633e-02  -6.719099e-03   1.727536e-03   3.893334e+00   3.860741e+00   1.027852e-06   2.539605e-07   1.631685e+04 
  7.950000e+01          LM0     CSRDRIFT   2.959645e+01   1.450677e+01  -1.447010e+00   7.606255e-01   1.335587e-01   3.142633e-02  -5.855331e-03   1.727536e-03   3.910650e+00   3.894314e+00   1.027852e-06   2.539604e-07   1.631685e+04 
  8.000000e+01          LM0     CSRDRIFT   3.106959e+01   1.377335e+01  -1.499277e+00   7.062181e-01   1.492718e-01   3.142633e-02  -4.991563e-03   1.727536e-03   3.927139e+00   3.929694e+00   1.027852e-06   2.539604e-07   1.631685e+04 
  8.050000e+01          LM0     CSRDRIFT   3.259501e+01   1.309433e+01  -1.551544e+00   6.518107e-01   1.649850e-01   3.142633e-02  -4.127795e-03   1.727536e-03   3.942852e+00   3.966934e+00   1.027851e-06   2.539603e-07   1.631685e+04 
  8.100000e+01          LM0     CSRDRIFT   3.417268e+01   1.246973e+01  -1.603811e+00   5.974033e-01   1.806982e-01   3.142633e-02  -3.264027e-03   1.727536e-03   3.957834e+00   4.006073e+00   1.027851e-06   2.539602e-07   1.631685e+04 
  8.110000e+01          LM1     CSRDRIFT   3.449449e+01   1.235133e+01  -1.614265e+00   5.865218e-01   1.838408e-01   3.142633e-02  -3.091273e-03   1.727536e-03   3.960746e+00   4.014131e+00   1.027851e-06   2.539602e-07   1.631685e+04 
  8.120000e+01         QB31         QUAD   3.434599e+01   1.240369e+01   3.092453e+00  -1.112426e+00   1.857210e-01   6.134689e-03  -2.876197e-03   2.583064e-03   3.963645e+00   4.022229e+00   1.027853e-06   2.594436e-07   1.631685e+04 
  8.130000e+01         QB31         QUAD   3.326875e+01   1.280037e+01   7.630823e+00  -2.872487e+00   1.850649e-01  -1.924073e-02  -2.572357e-03   3.507736e-03   3.966597e+00   4.030183e+00   1.027855e-06   2.682161e-07   1.631685e+04 
  8.180000e+01          LM0     CSRDRIFT   2.608301e+01   1.585354e+01   6.740657e+00  -3.233851e+00   1.754446e-01  -1.924073e-02  -8.184891e-04   3.507736e-03   3.983571e+00   4.065289e+00   1.027854e-06   2.682160e-07   1.631685e+04 
  8.230000e+01          LM0     CSRDRIFT   1.978744e+01   1.926807e+01   5.850490e+00  -3.595215e+00   1.658242e-01  -1.924073e-02   9.353791e-04   3.507736e-03   4.005582e+00   4.093901e+00   1.027854e-06   2.682159e-07   1.631685e+04 
  8.280000e+01          LM0     CSRDRIFT   1.438203e+01   2.304397e+01   4.960324e+00  -3.956579e+00   1.562039e-01  -1.924073e-02   2.689247e-03   3.507736e-03   4.035225e+00   4.117632e+00   1.027854e-06   2.682159e-07   1.631685e+04 
  8.330000e+01          LM0     CSRDRIFT   9.866793e+00   2.718123e+01   4.070157e+00  -4.317943e+00   1.465835e-01  -1.924073e-02   4.443116e-03   3.507736e-03   4.077211e+00   4.137612e+00   1.027854e-06   2.682158e-07   1.631685e+04 
  8.380000e+01          LM0     CSRDRIFT   6.241719e+00   3.167986e+01   3.179990e+00  -4.679307e+00   1.369631e-01  -1.924073e-02   6.196984e-03   3.507736e-03   4.140967e+00   4.154652e+00   1.027853e-06   2.682158e-07   1.631685e+04 
  8.430000e+01          LM0     CSRDRIFT   3.506812e+00   3.653985e+01   2.289824e+00  -5.040671e+00   1.273428e-01  -1.924073e-02   7.950852e-03   3.507736e-03   4.248043e+00   4.169348e+00   1.027853e-06   2.682157e-07   1.631685e+04 
  8.480000e+01          LM0     CSRDRIFT   1.662071e+00   4.176120e+01   1.399657e+00  -5.402035e+00   1.177224e-01  -1.924073e-02   9.704720e-03   3.507736e-03   4.456657e+00   4.182148e+00   1.027853e-06   2.682157e-07   1.631685e+04 
  8.490000e+01          LM1     CSRDRIFT   1.399943e+00   4.284883e+01   1.221624e+00  -5.474307e+00   1.157983e-01  -1.924073e-02   1.005549e-02   3.507736e-03   4.522261e+00   4.184512e+00   1.027853e-06   2.682157e-07   1.631685e+04 
  8.500000e+01         QB32         QUAD   1.194311e+00   4.322678e+01   8.461326e-01   1.715892e+00   1.148376e-01  -3.106548e-08   1.012698e-02  -2.085027e-03   4.599891e+00   4.186829e+00   1.027853e-06   2.612613e-07   1.631685e+04 
  8.500000e+01          MB1         MARK   1.194311e+00   4.322678e+01   8.461326e-01   1.715892e+00   1.148376e-01  -3.106548e-08   1.012698e-02  -2.085027e-03   4.599891e+00   4.186829e+00   1.027853e-06   2.612613e-07   1.631685e+04 
  8.510000e+01         QB32         QUAD   1.057708e+00   4.217010e+01   5.275060e-01   8.792051e+00   1.157983e-01   1.924067e-02   9.639724e-03  -7.640753e-03   4.689231e+00   4.189165e+00   1.027854e-06   3.436694e-07   1.631685e+04 
  8.560000e+01          LM0     CSRDRIFT   8.323320e-01   3.384224e+01  -7.675491e-02   7.863666e+00   1.254187e-01   1.924067e-02   5.819347e-03  -7.640753e-03   5.251245e+00   4.202401e+00   1.027854e-06   3.436693e-07   1.631685e+04 
  8.610000e+01          LM0     CSRDRIFT   1.211217e+00   2.644276e+01  -6.810158e-01   6.935281e+00   1.350390e-01   1.924067e-02   1.998971e-03  -7.640753e-03   5.772512e+00   4.219116e+00   1.027853e-06   3.436693e-07   1.631685e+04 
  8.660000e+01          LM0     CSRDRIFT   2.194364e+00   1.997167e+01  -1.285277e+00   6.006896e+00   1.446593e-01   1.924067e-02  -1.821406e-03  -7.640753e-03   6.084229e+00   4.240875e+00   1.027853e-06   3.436692e-07   1.631685e+04 
  8.710000e+01          LM0     CSRDRIFT   3.781771e+00   1.442897e+01  -1.889538e+00   5.078511e+00   1.542797e-01   1.924067e-02  -5.641782e-03  -7.640753e-03   6.258680e+00   4.270333e+00   1.027853e-06   3.436692e-07   1.631685e+04 
  8.760000e+01          LM0     CSRDRIFT   5.973439e+00   9.814652e+00  -2.493799e+00   4.150126e+00   1.639000e-01   1.924067e-02  -9.462159e-03  -7.640753e-03   6.364074e+00   4.312362e+00   1.027853e-06   3.436691e-07   1.631685e+04 
  8.810000e+01          LM0     CSRDRIFT   8.769368e+00   6.128718e+00  -3.098059e+00   3.221741e+00   1.735203e-01   1.924067e-02  -1.328254e-02  -7.640753e-03   6.433212e+00   4.376875e+00   1.027853e-06   3.436691e-07   1.631685e+04 
  8.860000e+01          LM0     CSRDRIFT   1.216956e+01   3.371169e+00  -3.702320e+00   2.293357e+00   1.831406e-01   1.924067e-02  -1.710291e-02  -7.640753e-03   6.481631e+00   4.487098e+00   1.027853e-06   3.436691e-07   1.631685e+04 
  8.870000e+01          LM1     CSRDRIFT   1.292211e+01   2.931065e+00  -3.823172e+00   2.107680e+00   1.850647e-01   1.924067e-02  -1.786699e-02  -7.640753e-03   6.489606e+00   4.518916e+00   1.027853e-06   3.436690e-07   1.631685e+04 
  8.880000e+01         QB31         QUAD   1.351596e+01   2.564585e+00  -2.088242e+00   1.573809e+00   1.857208e-01  -6.134720e-03  -1.869659e-02  -8.978017e-03   6.497155e+00   4.555481e+00   1.027852e-06   3.358195e-07   1.631685e+04 
  8.890000e+01         QB31         QUAD   1.374981e+01   2.295788e+00  -2.396307e-01   1.126399e+00   1.838406e-01  -3.142633e-02  -1.966800e-02  -1.047751e-02   6.504474e+00   4.596799e+00   1.027851e-06   3.290260e-07   1.631685e+04 
  8.940000e+01          LM0     CSRDRIFT   1.400867e+01   1.416447e+00  -2.780829e-01   6.322824e-01   1.681274e-01  -3.142633e-02  -2.490675e-02  -1.047751e-02   6.540509e+00   4.877751e+00   1.027850e-06   3.290260e-07   1.631685e+04 
  8.990000e+01          LM0     CSRDRIFT   1.430598e+01   1.031223e+00  -3.165352e-01   1.381654e-01   1.524142e-01  -3.142633e-02  -3.014550e-02  -1.047751e-02   6.575835e+00   5.304274e+00   1.027850e-06   3.290259e-07   1.631685e+04 
  9.040000e+01          LM0     CSRDRIFT   1.464174e+01   1.140116e+00  -3.549875e-01  -3.559516e-01   1.367011e-01  -3.142633e-02  -3.538425e-02  -1.047751e-02   6.610389e+00   5.783537e+00   1.027850e-06   3.290259e-07   1.631685e+04 
  9.090000e+01          LM0     CSRDRIFT   1.501595e+01   1.743126e+00  -3.934398e-01  -8.500685e-01   1.209879e-01  -3.142633e-02  -4.062301e-02  -1.047751e-02   6.644117e+00   6.146104e+00   1.027850e-06   3.290259e-07   1.631685e+04 
  9.140000e+01          LM0     CSRDRIFT   1.542862e+01   2.840253e+00  -4.318920e-01  -1.344186e+00   1.052747e-01  -3.142633e-02  -4.586176e-02  -1.047751e-02   6.676972e+00   6.372752e+00   1.027850e-06   3.290258e-07   1.631685e+04 
  9.190000e+01          LM0     CSRDRIFT   1.587974e+01   4.431497e+00  -4.703443e-01  -1.838302e+00   8.956158e-02  -3.142633e-02  -5.110051e-02  -1.047751e-02   6.708921e+00   6.514157e+00   1.027850e-06   3.290258e-07   1.631685e+04 
  9.240000e+01          LM0     CSRDRIFT   1.636931e+01   6.516858e+00  -5.087966e-01  -2.332419e+00   7.384842e-02  -3.142633e-02  -5.633927e-02  -1.047751e-02   6.739938e+00   6.607333e+00   1.027850e-06   3.290258e-07   1.631685e+04 
  9.290000e+01          LM0     CSRDRIFT   1.689733e+01   9.096336e+00  -5.472488e-01  -2.826536e+00   5.813525e-02  -3.142633e-02  -6.157802e-02  -1.047751e-02   6.770007e+00   6.672320e+00   1.027850e-06   3.290257e-07   1.631685e+04 
  9.340000e+01          LM0     CSRDRIFT   1.746380e+01   1.216993e+01  -5.857011e-01  -3.320653e+00   4.242209e-02  -3.142633e-02  -6.681677e-02  -1.047751e-02   6.799118e+00   6.719859e+00   1.027850e-06   3.290257e-07   1.631685e+04 
  9.390000e+01          LM0     CSRDRIFT   1.806873e+01   1.573764e+01  -6.241534e-01  -3.814770e+00   2.670892e-02  -3.142633e-02  -7.205553e-02  -1.047751e-02   6.827269e+00   6.755996e+00   1.027850e-06   3.290257e-07   1.631685e+04 
  9.440000e+01          LM0     CSRDRIFT   1.871211e+01   1.979947e+01  -6.626056e-01  -4.308887e+00   1.099576e-02  -3.142633e-02  -7.729428e-02  -1.047751e-02   6.854464e+00   6.784325e+00   1.027849e-06   3.290257e-07   1.631685e+04 
  9.450000e+01          LM1     CSRDRIFT   1.884540e+01   2.067113e+01  -6.702961e-01  -4.407711e+00   7.853124e-03  -3.142633e-02  -7.834203e-02  -1.047751e-02   6.859789e+00   6.789268e+00   1.027849e-06   3.290256e-07   1.631685e+04 
  9.475000e+01          B31    CSRCSBEND   1.919942e+01   2.291584e+01  -7.084649e-01  -4.610842e+00   1.963263e-03  -1.570710e-02  -8.092286e-02  -1.032382e-02   6.872932e+00   6.800755e+00   5.860648e-07   3.290778e-07   1.631685e+04 
  9.475000e+01          MB2         MARK   1.919942e+01   2.291584e+01  -7.084649e-01  -4.610842e+00   1.963263e-03  -1.570710e-02  -8.092286e-02  -1.032382e-02   6.872932e+00   6.800755e+00   5.860648e-07   3.290778e-07   1.631685e+04 
  9.500000e+01          B31    CSRCSBEND   1.955375e+01   2.528197e+01  -7.087231e-01  -4.855033e+00  -1.012395e-07   5.035495e-07  -8.350380e-02  -1.032855e-02   6.885835e+00   6.811142e+00   3.190814e-07   3.290738e-07   1.631685e+04 
  9.500000e+01          MM0         MARK   1.955375e+01   2.528197e+01  -7.087231e-01  -4.855033e+00  -1.012395e-07   5.035495e-07  -8.350380e-02  -1.032855e-02   6.885835e+00   6.811142e+00   3.190814e-07   3.290738e-07   1.631685e+04 
  9.550000e+01          LM0     CSRDRIFT   2.028168e+01   3.037998e+01  -7.471374e-01  -5.340979e+00   1.505353e-07   5.035495e-07  -8.866807e-02  -1.032855e-02   6.910945e+00   6.829184e+00   3.190802e-07   3.290725e-07   1.631685e+04 
  9.600000e+01          LM0     CSRDRIFT   2.104802e+01   3.596393e+01  -7.855517e-01  -5.826925e+00   4.023100e-07   5.035495e-07  -9.383234e-02  -1.032855e-02   6.935147e+00   6.844311e+00   3.190797e-07   3.290720e-07   1.631685e+04 
  9.650000e+01          LM0     CSRDRIFT   2.185278e+01   4.203383e+01  -8.239661e-01  -6.312871e+00   6.540847e-07   5.035495e-07  -9.899662e-02  -1.032855e-02   6.958463e+00   6.857171e+00   3.190793e-07   3.290716e-07   1.631685e+04 
  9.700000e+01          LM0     CSRDRIFT   2.269596e+01   4.858967e+01  -8.623804e-01  -6.798817e+00   9.058594e-07   5.035495e-07  -1.041609e-01  -1.032855e-02   6.980916e+00   6.868235e+00   3.190790e-07   3.290713e-07   1.631685e+04 
  9.750000e+01          LM0     CSRDRIFT   2.357754e+01   5.563146e+01  -9.007947e-01  -7.284763e+00   1.157634e-06   5.035495e-07  -1.093252e-01  -1.032855e-02   7.002532e+00   6.877852e+00   3.190788e-07   3.290711e-07   1.631685e+04 
  9.800000e+01          LM0     CSRDRIFT   2.449755e+01   6.315920e+01  -9.392090e-01  -7.770709e+00   1.409409e-06   5.035495e-07  -1.144894e-01  -1.032855e-02   7.023338e+00   6.886288e+00   3.190787e-07   3.290710e-07   1.631685e+04 
  9.850000e+01          LM0     CSRDRIFT   2.545596e+01   7.117288e+01  -9.776234e-01  -8.256655e+00   1.661184e-06   5.035495e-07  -1.196537e-01  -1.032855e-02   7.043362e+00   6.893745e+00   3.190785e-07   3.290708e-07   1.631685e+04 
  9.900000e+01          LM0     CSRDRIFT   2.645279e+01   7.967251e+01  -1.016038e+00  -8.742601e+00   1.912958e-06   5.035495e-07  -1.248180e-01  -1.032855e-02   7.062631e+00   6.900385e+00   3.190784e-07   3.290707e-07   1.631685e+04 
  9.950000e+01          LM0     CSRDRIFT   2.748804e+01   8.865808e+01  -1.054452e+00  -9.228547e+00   2.164733e-06   5.035495e-07  -1.299823e-01  -1.032855e-02   7.081175e+00   6.906334e+00   3.190783e-07   3.290706e-07   1.631685e+04 
  1.000000e+02          LM0     CSRDRIFT   2.856170e+01   9.812960e+01  -1.092866e+00  -9.714493e+00   2.416508e-06   5.035495e-07  -1.351465e-01  -1.032855e-02   7.099020e+00   6.911695e+00   3.190782e-07   3.290705e-07   1.631685e+04 
  1.005000e+02          LM0     CSRDRIFT   2.967377e+01   1.080871e+02  -1.131281e+00  -1.020044e+01   2.668283e-06   5.035495e-07  -1.403108e-01  -1.032855e-02   7.116196e+00   6.916550e+00   3.190781e-07   3.290704e-07   1.631685e+04 
  1.006000e+02          LM1     CSRDRIFT   2.990079e+01   1.101369e+02  -1.138964e+00  -1.029763e+01   2.718637e-06   5.035495e-07  -1.413437e-01  -1.032855e-02   7.119553e+00   6.917466e+00   3.190781e-07   3.290703e-07   1.631685e+04 
  1.007000e+02          LM1     CSRDRIFT   3.012936e+01   1.122061e+02  -1.146646e+00  -1.039482e+01   2.768992e-06   5.035495e-07  -1.423765e-01  -1.032855e-02   7.122885e+00   6.918366e+00   3.190781e-07   3.290703e-07   1.631685e+04 
  1.007657e+02         LMM3     CSRDRIFT   3.028040e+01   1.135766e+02  -1.151695e+00  -1.045869e+01   2.802085e-06   5.035495e-07  -1.430553e-01  -1.032855e-02   7.125061e+00   6.918948e+00   3.190781e-07   3.290703e-07   1.631685e+04 
  1.009657e+02         QM31         QUAD   3.076247e+01   1.177292e+02  -1.259162e+00  -1.030048e+01   2.903690e-06   5.125512e-07  -1.450741e-01  -9.858719e-03   7.131614e+00   6.920678e+00   3.190779e-07   3.306335e-07   1.631685e+04 
  1.014657e+02          LM0     CSRDRIFT   3.204265e+01   1.282572e+02  -1.301185e+00  -1.075534e+01   3.159965e-06   5.125512e-07  -1.500035e-01  -9.858719e-03   7.147540e+00   6.924747e+00   3.190778e-07   3.306334e-07   1.631685e+04 
  1.019657e+02          LM0     CSRDRIFT   3.336485e+01   1.392399e+02  -1.343209e+00  -1.121019e+01   3.416241e-06   5.125512e-07  -1.549329e-01  -9.858719e-03   7.162833e+00   6.928488e+00   3.190778e-07   3.306333e-07   1.631685e+04 
  1.024657e+02          LM0     CSRDRIFT   3.472907e+01   1.506775e+02  -1.385232e+00  -1.166505e+01   3.672516e-06   5.125512e-07  -1.598622e-01  -9.858719e-03   7.177522e+00   6.931940e+00   3.190777e-07   3.306333e-07   1.631685e+04 
  1.029657e+02          LM0     CSRDRIFT   3.613531e+01   1.625700e+02  -1.427256e+00  -1.211991e+01   3.928792e-06   5.125512e-07  -1.647916e-01  -9.858719e-03   7.191637e+00   6.935135e+00   3.190776e-07   3.306332e-07   1.631685e+04 
  1.034657e+02          LM0     CSRDRIFT   3.758358e+01   1.749174e+02  -1.469279e+00  -1.257476e+01   4.185068e-06   5.125512e-07  -1.697209e-01  -9.858719e-03   7.205205e+00   6.938100e+00   3.190776e-07   3.306331e-07   1.631685e+04 
  1.039657e+02          LM0     CSRDRIFT   3.907387e+01   1.877195e+02  -1.511302e+00  -1.302962e+01   4.441343e-06   5.125512e-07  -1.746503e-01  -9.858719e-03   7.218253e+00   6.940859e+00   3.190775e-07   3.306331e-07   1.631685e+04 
  1.044657e+02          LM0     CSRDRIFT   4.060618e+01   2.009766e+02  -1.553326e+00  -1.348448e+01   4.697619e-06   5.125512e-07  -1.795796e-01  -9.858719e-03   7.230806e+00   6.943433e+00   3.190775e-07   3.306330e-07   1.631685e+04 
  1.049657e+02          LM0     CSRDRIFT   4.218052e+01   2.146885e+02  -1.595349e+00  -1.393933e+01   4.953894e-06   5.125512e-07  -1.845090e-01  -9.858719e-03   7.242887e+00   6.945840e+00   3.190774e-07   3.306330e-07   1.631685e+04 
  1.054657e+02          LM0     CSRDRIFT   4.379688e+01   2.288553e+02  -1.637373e+00  -1.439419e+01   5.210170e-06   5.125512e-07  -1.894384e-01  -9.858719e-03   7.254521e+00   6.948096e+00   3.190774e-07   3.306329e-07   1.631685e+04 
  1.055657e+02          LM1     CSRDRIFT   4.412520e+01   2.317432e+02  -1.645777e+00  -1.448516e+01   5.261425e-06   5.125512e-07  -1.904242e-01  -9.858719e-03   7.256795e+00   6.948530e+00   3.190774e-07   3.306329e-07   1.631685e+04 
  1.056657e+02          LM1     CSRDRIFT   4.445519e+01   2.346493e+02  -1.654182e+00  -1.457613e+01   5.312680e-06   5.125512e-07  -1.914101e-01  -9.858719e-03   7.259053e+00   6.948959e+00   3.190773e-07   3.306329e-07   1.631685e+04 
  1.057657e+02          LM1     CSRDRIFT   4.478687e+01   2.375737e+02  -1.662587e+00  -1.466711e+01   5.363935e-06   5.125512e-07  -1.923960e-01  -9.858719e-03   7.261294e+00   6.949383e+00   3.190773e-07   3.306329e-07   1.631685e+04 
  1.059657e+02         QM32         QUAD   4.747866e+01   2.329849e+02  -1.199360e+01   3.727259e+01   5.592086e-06   1.777744e-06  -1.896618e-01   3.709558e-02   7.265663e+00   6.950227e+00   3.190646e-07   7.146169e-07   1.631685e+04 
  1.064657e+02          LM0     CSRDRIFT   6.023495e+01   1.972041e+02  -1.351898e+01   3.428903e+01   6.480958e-06   1.777744e-06  -1.711140e-01   3.709558e-02   7.275013e+00   6.952559e+00   3.190645e-07   7.146167e-07   1.631685e+04 
  1.069657e+02          LM0     CSRDRIFT   7.451662e+01   1.644069e+02  -1.504436e+01   3.130548e+01   7.369830e-06   1.777744e-06  -1.525662e-01   3.709558e-02   7.282476e+00   6.955336e+00   3.190645e-07   7.146166e-07   1.631685e+04 
  1.074657e+02          LM0     CSRDRIFT   9.032367e+01   1.345932e+02  -1.656974e+01   2.832193e+01   8.258702e-06   1.777744e-06  -1.340184e-01   3.709558e-02   7.288571e+00   6.958697e+00   3.190644e-07   7.146165e-07   1.631685e+04 
  1.079657e+02          LM0     CSRDRIFT   1.076561e+02   1.077630e+02  -1.809513e+01   2.533838e+01   9.147574e-06   1.777744e-06  -1.154706e-01   3.709558e-02   7.293641e+00   6.962849e+00   3.190644e-07   7.146164e-07   1.631685e+04 
  1.084657e+02          LM0     CSRDRIFT   1.265139e+02   8.391641e+01  -1.962051e+01   2.235482e+01   1.003645e-05   1.777744e-06  -9.692282e-02   3.709558e-02   7.297926e+00   6.968107e+00   3.190644e-07   7.146164e-07   1.631685e+04 
  1.089657e+02          LM0     CSRDRIFT   1.468971e+02   6.305336e+01  -2.114589e+01   1.937127e+01   1.092532e-05   1.777744e-06  -7.837503e-02   3.709558e-02   7.301594e+00   6.974981e+00   3.190643e-07   7.146163e-07   1.631685e+04 
  1.094657e+02          LM0     CSRDRIFT   1.688057e+02   4.517387e+01  -2.267128e+01   1.638772e+01   1.181419e-05   1.777744e-06  -5.982724e-02   3.709558e-02   7.304769e+00   6.984349e+00   3.190643e-07   7.146162e-07   1.631685e+04 
  1.099657e+02          LM0     CSRDRIFT   1.922397e+02   3.027793e+01  -2.419666e+01   1.340416e+01   1.270306e-05   1.777744e-06  -4.127945e-02   3.709558e-02   7.307544e+00   6.997869e+00   3.190643e-07   7.146161e-07   1.631685e+04 
  1.104657e+02          LM0     CSRDRIFT   2.171990e+02   1.836554e+01  -2.572204e+01   1.042061e+01   1.359193e-05   1.777744e-06  -2.273166e-02   3.709558e-02   7.309991e+00   7.019074e+00   3.190642e-07   7.146161e-07   1.631685e+04 
  1.105657e+02          LM1     CSRDRIFT   2.223740e+02   1.634109e+01  -2.602712e+01   9.823900e+00   1.376971e-05   1.777744e-06  -1.902210e-02   3.709558e-02   7.310446e+00   7.024847e+00   3.190642e-07   7.146160e-07   1.631685e+04 
  1.106657e+02          LM1     CSRDRIFT   2.276099e+02   1.443598e+01  -2.633220e+01   9.227189e+00   1.394748e-05   1.777744e-06  -1.531254e-02   3.709558e-02   7.310891e+00   7.031358e+00   3.190642e-07   7.146160e-07   1.631685e+04 
  1.107657e+02          LM1     CSRDRIFT   2.329068e+02   1.265021e+01  -2.663727e+01   8.630479e+00   1.412526e-05   1.777744e-06  -1.160298e-02   3.709558e-02   7.311325e+00   7.038758e+00   3.190642e-07   7.146160e-07   1.631685e+04 
  1.109657e+02         QM33         QUAD   2.323260e+02   9.946760e+00   2.949473e+01   5.102689e+00   1.412272e-05  -1.802992e-06  -4.564908e-03   3.358421e-02   7.312178e+00   7.056731e+00   3.191393e-07   6.826620e-07   1.631685e+04 
  1.114657e+02          LM0     CSRDRIFT   2.037685e+02   5.523625e+00   2.762034e+01   3.743581e+00   1.322123e-05  -1.802992e-06   1.222720e-02   3.358421e-02   7.314476e+00   7.124238e+00   3.191393e-07   6.826619e-07   1.631685e+04 
  1.119657e+02          LM0     CSRDRIFT   1.770853e+02   2.459598e+00   2.574595e+01   2.384474e+00   1.231973e-05  -1.802992e-06   2.901930e-02   3.358421e-02   7.317108e+00   7.260309e+00   3.191393e-07   6.826618e-07   1.631685e+04 
  1.124657e+02          LM0     CSRDRIFT   1.522766e+02   7.546777e-01   2.387156e+01   1.025366e+00   1.141824e-05  -1.802992e-06   4.581140e-02   3.358421e-02   7.320153e+00   7.636083e+00   3.191392e-07   6.826618e-07   1.631685e+04 
  1.129657e+02          LM0     CSRDRIFT   1.293422e+02   4.088651e-01   2.199717e+01  -3.337411e-01   1.051674e-05  -1.802992e-06   6.260351e-02   3.358421e-02   7.323716e+00   8.756123e+00   3.191392e-07   6.826617e-07   1.631685e+04 
  1.134657e+02          LM0     CSRDRIFT   1.082822e+02   1.422160e+00   2.012278e+01  -1.692849e+00   9.615244e-06  -1.802992e-06   7.939561e-02   3.358421e-02   7.327941e+00   9.471233e+00   3.191392e-07   6.826616e-07   1.631685e+04 
  1.139657e+02          LM0     CSRDRIFT   8.909665e+01   3.794562e+00   1.824839e+01  -3.051956e+00   8.713749e-06  -1.802992e-06   9.618771e-02   3.358421e-02   7.333031e+00   9.688167e+00   3.191392e-07   6.826616e-07   1.631685e+04 
  1.144657e+02          LM0     CSRDRIFT   7.178546e+01   7.526072e+00   1.637400e+01  -4.411063e+00   7.812253e-06  -1.802992e-06   1.129798e-01   3.358421e-02   7.339283e+00   9.781867e+00   3.191391e-07   6.826615e-07   1.631685e+04 
  1.149657e+02          LM0     CSRDRIFT   5.634865e+01   1.261669e+01   1.449961e+01  -5.770171e+00   6.910757e-06  -1.802992e-06   1.297719e-01   3.358421e-02   7.347145e+00   9.833201e+00   3.191391e-07   6.826615e-07   1.631685e+04 
  1.154657e+02          LM0     CSRDRIFT   4.278624e+01   1.906641e+01   1.262522e+01  -7.129278e+00   6.009261e-06  -1.802992e-06   1.465640e-01   3.358421e-02   7.357328e+00   9.865444e+00   3.191391e-07   6.826614e-07   1.631685e+04 
  1.155657e+02          LM1     CSRDRIFT   4.029868e+01   2.051945e+01   1.225034e+01  -7.401100e+00   5.828962e-06  -1.802992e-06   1.499224e-01   3.358421e-02   7.359736e+00   9.870500e+00   3.191391e-07   6.826614e-07   1.631685e+04 
  1.156657e+02          LM1     CSRDRIFT   3.788610e+01   2.202685e+01   1.187546e+01  -7.672921e+00   5.648663e-06  -1.802992e-06   1.532809e-01   3.358421e-02   7.362296e+00   9.875203e+00   3.191391e-07   6.826614e-07   1.631685e+04 
  1.157657e+02          LM1     CSRDRIFT   3.554850e+01   2.358862e+01   1.150059e+01  -7.944743e+00   5.468363e-06  -1.802992e-06   1.566393e-01   3.358421e-02   7.365021e+00   9.879591e+00   3.191391e-07   6.826614e-07   1.631685e+04 
  1.159657e+02         QM34         QUAD   3.308211e+01   2.536669e+01   1.075932e+00  -7.678373e-01   5.277481e-06  -1.157094e-07   1.586238e-01  -1.385081e-02   7.370911e+00   9.887686e+00   3.191250e-07   6.859042e-07   1.631685e+04 
  1.164657e+02          LM0     CSRDRIFT   3.202248e+01   2.615019e+01   1.043322e+00  -7.991692e-01   5.219626e-06  -1.157094e-07   1.516984e-01  -1.385081e-02   7.386273e+00   9.907100e+00   3.191250e-07   6.859041e-07   1.631685e+04 
  1.169657e+02          LM0     CSRDRIFT   3.099547e+01   2.696502e+01   1.010712e+00  -8.305012e-01   5.161771e-06  -1.157094e-07   1.447730e-01  -1.385081e-02   7.402145e+00   9.925930e+00   3.191250e-07   6.859041e-07   1.631685e+04 
