	984
0.000000000000000e+00 MARK 1.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.086073929359449e-07 2.513977456876790e-07 4.348955885231766e-06 3.925206677126704e-06 0.000000000000000e+00
0.000000000000000e+00 CHARGE 1.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.086073929359449e-07 2.513977456876790e-07 4.348955885231766e-06 3.925206677126704e-06 0.000000000000000e+00
0.000000000000000e+00 TWISS 3.108647000000000e+01 1.405883000000000e+01 1.000000000000000e-16 0.000000000000000e+00 1.000000000000000e-16 0.000000000000000e+00 3.086073929359448e-07 2.513977456876790e-07 2.424770874197529e-05 1.471760417942419e-05 0.000000000000000e+00
1.000000000000000e-01 QUAD 3.123659105025918e+01 1.399051635863335e+01 1.097508629642632e-16 0.000000000000000e+00 9.493885732726398e-17 0.000000000000000e+00 3.086076608655664e-07 2.513971200227686e-07 2.430619662187914e-05 1.468178501213412e-05 0.000000000000000e+00
2.000000000000000e-01 QUAD 3.108646992782419e+01 1.405883002972257e+01 1.189725092288565e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786713e-07 2.513964931989435e-07 2.424773013404094e-05 1.471756753263975e-05 0.000000000000000e+00
7.000000000000000e-01 CSRDRIFT 2.961378131431036e+01 1.476917252064213e+01 1.636824698195111e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786711e-07 2.513964931989436e-07 2.366640642670397e-05 1.508479904039941e-05 0.000000000000000e+00
1.200000000000000e+00 CSRDRIFT 2.819330819087880e+01 1.553173049426587e+01 2.083924304101657e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786711e-07 2.513964931989436e-07 2.309183285823016e-05 1.546932522625806e-05 0.000000000000000e+00
1.700000000000000e+00 CSRDRIFT 2.682505055752950e+01 1.634650395059377e+01 2.531023910008203e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786711e-07 2.513964931989435e-07 2.252452599831536e-05 1.586988899385685e-05 0.000000000000000e+00
2.200000000000000e+00 CSRDRIFT 2.550900841426245e+01 1.721349288962585e+01 2.978123515914749e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786712e-07 2.513964931989436e-07 2.196504890144740e-05 1.628530697450985e-05 0.000000000000000e+00
2.700000000000000e+00 CSRDRIFT 2.424518176107767e+01 1.813269731136209e+01 3.425223121821295e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786711e-07 2.513964931989435e-07 2.141401527353081e-05 1.671447165440132e-05 0.000000000000000e+00
3.200000000000000e+00 CSRDRIFT 2.303357059797515e+01 1.910411721580250e+01 3.872322727727840e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786713e-07 2.513964931989435e-07 2.087209386058069e-05 1.715635144699003e-05 0.000000000000000e+00
3.700000000000000e+00 CSRDRIFT 2.187417492495489e+01 2.012775260294709e+01 4.319422333634386e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786712e-07 2.513964931989435e-07 2.034001300915546e-05 1.760998921392555e-05 0.000000000000000e+00
4.200000000000000e+00 CSRDRIFT 2.076699474201689e+01 2.120360347279584e+01 4.766521939540932e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786712e-07 2.513964931989435e-07 1.981856532138947e-05 1.807449966421193e-05 0.000000000000000e+00
4.700000000000000e+00 CSRDRIFT 1.971203004916115e+01 2.233166982534876e+01 5.213621545447477e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786713e-07 2.513964931989436e-07 1.930861229300524e-05 1.854906598628907e-05 0.000000000000000e+00
5.200000000000000e+00 CSRDRIFT 1.870928084638767e+01 2.351195166060585e+01 5.660721151354023e-16 0.000000000000000e+00 8.941992118130919e-17 0.000000000000000e+00 3.086079381786712e-07 2.513964931989435e-07 1.881108877930379e-05 1.903293599713140e-05 0.000000000000000e+00
