	100
-3.082802373434788e-02 9.992321806923224e-02 1.853203108839862e-01 1.550147465802218e+01 1.252726954789177e-04
-2.890017295911390e-02 1.274765351260665e-01 1.821062416085333e-01 1.530064583654173e+02 1.478651736473932e-04
-2.689660806890472e-02 1.596806499035339e-01 1.840789768547743e-01 1.499281290861623e+03 1.852094454866144e-04
-2.503705733386800e-02 2.052151403795462e-01 1.910812253777085e-01 8.133002438897784e+03 3.295334588938705e-04
-2.332852996716551e-02 1.953090428665769e-01 1.934624463642754e-01 9.531210349448698e+03 3.641952457633918e-04
-2.127613017099790e-02 1.652292239320802e-01 1.912093615336936e-01 4.922157516969031e+03 2.083674478597214e-04
-1.920875685728884e-02 1.540934472491338e-01 1.903461596034115e-01 3.821395918732675e+03 1.589518404331234e-04
-1.717649909411078e-02 1.575823569791449e-01 1.915926501037047e-01 3.700678969320910e+03 1.236811252872119e-04
-1.516125411444564e-02 1.673729366348563e-01 1.929888681068211e-01 3.836489459847064e+03 1.107763598426663e-04
-1.315446354610151e-02 1.770968375620266e-01 1.931003730739698e-01 3.982247252937172e+03 1.063395782473865e-04
-1.114206014760126e-02 1.827049484221107e-01 1.921933335055814e-01 4.042715555904801e+03 1.049963672294222e-04
-9.133620890185384e-03 1.857225590041331e-01 1.921125312063578e-01 4.096217609127328e+03 1.049657444259797e-04
-7.121444645626460e-03 1.888449640376234e-01 1.904651316742612e-01 4.122576391946635e+03 1.050036643844536e-04
-5.108079469881296e-03 1.903341688543394e-01 1.897090416130571e-01 4.146675850524290e+03 1.063355842911554e-04
-3.093362135148132e-03 1.905930331834979e-01 1.883223527150595e-01 4.183201592431046e+03 1.100004516784266e-04
-1.081187854335258e-03 1.903553510085667e-01 1.868351669375103e-01 4.277873554057065e+03 1.150661399922165e-04
9.320608723949242e-04 1.866686798533426e-01 1.855469729145185e-01 4.442082495120689e+03 1.216295453155555e-04
2.937236582924101e-03 1.844986078749591e-01 1.838850662360128e-01 4.554452496639671e+03 1.285631076488172e-04
4.945567699214849e-03 1.809256174484248e-01 1.819789018274319e-01 4.536377902706430e+03 1.350130418920605e-04
6.954389972358545e-03 1.768240984940497e-01 1.802628433515343e-01 4.434896588852092e+03 1.403967311058755e-04
8.961971983212911e-03 1.744406505871411e-01 1.779640147599818e-01 4.291837433050627e+03 1.434051291786820e-04
1.096857466824683e-02 1.703718281988909e-01 1.753124587619144e-01 4.031073760159606e+03 1.445762562024870e-04
1.297433848820713e-02 1.659522515075914e-01 1.724833358957787e-01 3.649498999346753e+03 1.437556051820471e-04
1.498384289478824e-02 1.604628678361167e-01 1.696009534381351e-01 3.190573762760569e+03 1.393982046080619e-04
1.699090035112756e-02 1.554931008397457e-01 1.662480658530227e-01 2.745800682188087e+03 1.333818296616961e-04
1.900292734855753e-02 1.497181898695229e-01 1.626603635776975e-01 2.346151327441993e+03 1.262889585322752e-04
2.101777723566126e-02 1.449235523086045e-01 1.603067907277592e-01 2.020934154657090e+03 1.183885872968435e-04
2.303028464674834e-02 1.408582067828359e-01 1.572357938790430e-01 1.745171079161748e+03 1.105746784078246e-04
2.504062132230854e-02 1.364045267050528e-01 1.538214427474091e-01 1.519709347546587e+03 1.038413093185332e-04
2.705378689778194e-02 1.299920380278501e-01 1.510488819227858e-01 1.320229844710460e+03 9.762958914534801e-05
2.906971693086956e-02 1.271808008620576e-01 1.487475825766452e-01 1.167474422371893e+03 9.142116092030429e-05
3.108327103786148e-02 1.244678765384277e-01 1.459981719124842e-01 1.035241195228360e+03 8.744290250081896e-05
3.308615624159907e-02 1.196759602884280e-01 1.462751183820870e-01 9.127669936286421e+02 8.325263712244544e-05
3.509374208592540e-02 1.169444594444360e-01 1.454111879832012e-01 7.848013789415684e+02 8.042773347634550e-05
3.710513681313413e-02 1.130492903840133e-01 1.457085251822268e-01 6.811234998522864e+02 7.741699044904504e-05
3.911858742292899e-02 1.082126652508536e-01 1.425836533274869e-01 5.829370338503605e+02 7.444758576288403e-05
4.113037020831060e-02 1.064571505395693e-01 1.437864791403931e-01 5.068731177146402e+02 7.240307611072645e-05
4.314634539781263e-02 1.048228905075457e-01 1.445784336374082e-01 4.526179564115626e+02 6.986094255786657e-05
4.515225307262717e-02 1.041784930891605e-01 1.462936793226234e-01 3.881016975109683e+02 6.833321710298843e-05
4.716976111254038e-02 1.051371225969508e-01 1.478774880052460e-01 3.336896386911091e+02 6.721000562894797e-05
4.917777202294044e-02 1.044803653712509e-01 1.452393860421209e-01 2.838589873612726e+02 6.532189303439231e-05
5.119541451032086e-02 1.021295268186413e-01 1.456851881119078e-01 2.469880709175964e+02 6.290610881764521e-05
5.320800575333431e-02 1.037604099925001e-01 1.419483846485152e-01 2.139768333867475e+02 6.170288796228671e-05
5.523222622481228e-02 1.065868323335339e-01 1.451332218625615e-01 1.913522114668406e+02 5.869610129789999e-05
5.722961829860293e-02 1.079648340663722e-01 1.396321002039724e-01 1.750348697215541e+02 5.864177720812189e-05
5.924253520048554e-02 1.112355587249386e-01 1.385862884857266e-01 1.603492621507962e+02 5.729676497505696e-05
6.125305822585093e-02 1.125887338336191e-01 1.396224029287200e-01 1.449105464994867e+02 5.651569156323473e-05
6.326644869881123e-02 1.144836009202391e-01 1.377580145186134e-01 1.301621799220162e+02 5.616724525560075e-05
6.527994674642311e-02 1.160868774504083e-01 1.420289169715805e-01 1.141900127136492e+02 5.473968933107407e-05
6.729330839310184e-02 1.195860328213062e-01 1.374930512917769e-01 1.010733803107074e+02 5.441585992747906e-05
6.931437854051478e-02 1.227626983207067e-01 1.381323588765445e-01 9.423264857902959e+01 5.357113917350966e-05
7.133771869236337e-02 1.220518849440883e-01 1.361665254157269e-01 8.921192804201834e+01 5.125905974869029e-05
7.333997949477808e-02 1.256634903844675e-01 1.361687863939052e-01 8.117877518280036e+01 5.044195203081688e-05
7.534550931101383e-02 1.309132868791413e-01 1.258192078500965e-01 7.791530683374306e+01 4.982689014233648e-05
7.735475038441933e-02 1.296325642611495e-01 1.250551908462852e-01 7.167078566583535e+01 4.944122478483712e-05
7.937011840579779e-02 1.320066093155551e-01 1.226014633255065e-01 6.715213718252524e+01 4.847020752002223e-05
8.137736017874525e-02 1.339100258345152e-01 1.198013417620150e-01 6.257072969250248e+01 4.889552978265195e-05
8.338976357026405e-02 1.352819313827410e-01 1.175389295675215e-01 5.764414766556022e+01 4.881439538254460e-05
8.539558887043676e-02 1.305326542433789e-01 1.105447125063063e-01 5.488275137020404e+01 4.749618548049235e-05
8.743927561905986e-02 1.286062398327222e-01 1.095264804149186e-01 4.995616934326177e+01 4.700871044183451e-05
8.944815263237510e-02 1.385864157315437e-01 1.100307645424355e-01 4.857547119558368e+01 4.481339544786716e-05
9.145609889847689e-02 1.275617588149491e-01 1.050729408751171e-01 4.493544880625053e+01 4.563097208780655e-05
9.343036021067148e-02 1.449411440800961e-01 1.069033678253438e-01 4.063645684643467e+01 4.521480220255618e-05
9.544148205042423e-02 1.373864950213552e-01 9.729067101452951e-02 3.919299969204394e+01 4.594736453684961e-05
9.747530789418901e-02 1.311534594118695e-01 9.742708995255603e-02 3.674539843025096e+01 4.427970353082046e-05
9.946929822086120e-02 1.341920068384438e-01 9.370694057268449e-02 3.467435120873383e+01 4.578972703154333e-05
1.015050339724991e-01 1.298342228878839e-01 8.796876285215498e-02 3.134812385296389e+01 4.379079755682156e-05
1.035150936203880e-01 1.295367852005519e-01 8.542719759274287e-02 2.987328719521684e+01 4.158989912577155e-05
1.055452121938850e-01 1.340716802466286e-01 9.011715462505636e-02 2.858672755760771e+01 4.476948032475125e-05
1.075402638548770e-01 1.361344549521300e-01 8.607673447293361e-02 2.751982444349282e+01 4.227997992123229e-05
1.095537090348942e-01 1.330615245523731e-01 8.635460088021937e-02 2.579395175889521e+01 4.083508261018730e-05
1.115500235490583e-01 1.216373482719627e-01 8.158640080080271e-02 2.500946417498720e+01 4.181599782114052e-05
