-2.990873713315523e-05 9.976480840340296e-14 0.000000000000000e+00
-2.986940440518993e-05 9.963360854524875e-14 0.000000000000000e+00
-2.983007167722462e-05 9.950240868709453e-14 0.000000000000000e+00
-2.979073894925932e-05 9.937120882894032e-14 7.621959459930300e+00
-2.975140622129402e-05 9.924000897078611e-14 6.859763513937270e+00
-2.971207349332872e-05 9.910880911263191e-14 3.810979729965150e+00
-2.967274076536341e-05 9.897760925447769e-14 3.810979729965150e+00
-2.963340803739811e-05 9.884640939632348e-14 0.000000000000000e+00
-2.959407530943281e-05 9.871520953816927e-14 0.000000000000000e+00
-2.955474258146751e-05 9.858400968001505e-14 0.000000000000000e+00
-2.951540985350221e-05 9.845280982186084e-14 0.000000000000000e+00
-2.947607712553690e-05 9.832160996370663e-14 0.000000000000000e+00
-2.943674439757160e-05 9.819041010555243e-14 2.286587837979090e+00
-2.939741166960630e-05 9.805921024739822e-14 0.000000000000000e+00
-2.935807894164100e-05 9.792801038924401e-14 0.000000000000000e+00
-2.931874621367570e-05 9.779681053108980e-14 0.000000000000000e+00
-2.927941348571039e-05 9.766561067293558e-14 0.000000000000000e+00
-2.924008075774509e-05 9.753441081478138e-14 0.000000000000000e+00
-2.920074802977979e-05 9.740321095662717e-14 0.000000000000000e+00
-2.916141530181449e-05 9.727201109847296e-14 2.286587837979090e+00
-2.912208257384918e-05 9.714081124031874e-14 2.286587837979090e+00
-2.908274984588388e-05 9.700961138216453e-14 1.143293918989545e+01
-2.904341711791858e-05 9.687841152401032e-14 8.384155405923330e+00
-2.900408438995328e-05 9.674721166585610e-14 2.286587837979090e+00
-2.896475166198797e-05 9.661601180770190e-14 3.810979729965150e+00
-2.892541893402267e-05 9.648481194954769e-14 0.000000000000000e+00
-2.888608620605737e-05 9.635361209139348e-14 0.000000000000000e+00
-2.884675347809207e-05 9.622241223323926e-14 2.286587837979090e+00
-2.880742075012677e-05 9.609121237508505e-14 3.048783783972120e+00
-2.876808802216147e-05 9.596001251693084e-14 0.000000000000000e+00
-2.872875529419616e-05 9.582881265877662e-14 0.000000000000000e+00
-2.868942256623086e-05 9.569761280062242e-14 0.000000000000000e+00
-2.865008983826556e-05 9.556641294246821e-14 0.000000000000000e+00
-2.861075711030025e-05 9.543521308431400e-14 0.000000000000000e+00
-2.857142438233495e-05 9.530401322615979e-14 0.000000000000000e+00
-2.853209165436965e-05 9.517281336800559e-14 2.286587837979090e+00
-2.849275892640435e-05 9.504161350985138e-14 3.048783783972120e+00
-2.845342619843905e-05 9.491041365169716e-14 9.908547297909390e+00
-2.841409347047374e-05 9.477921379354295e-14 1.676831081184666e+01
-2.837476074250844e-05 9.464801393538874e-14 3.048783783972120e+00
-2.833542801454314e-05 9.451681407723452e-14 0.000000000000000e+00
-2.829609528657784e-05 9.438561421908031e-14 2.286587837979090e+00
-2.825676255861254e-05 9.425441436092611e-14 3.810979729965150e+00
-2.821742983064724e-05 9.412321450277190e-14 0.000000000000000e+00
-2.817809710268193e-05 9.399201464461768e-14 0.000000000000000e+00
-2.813876437471663e-05 9.386081478646347e-14 2.286587837979090e+00
-2.809943164675133e-05 9.372961492830926e-14 5.335371621951210e+00
-2.806009891878602e-05 9.359841507015504e-14 3.810979729965150e+00
-2.802076619082072e-05 9.346721521200083e-14 2.286587837979090e+00
-2.798143346285542e-05 9.333601535384663e-14 2.286587837979090e+00
-2.794210073489012e-05 9.320481549569242e-14 2.286587837979090e+00
-2.790276800692482e-05 9.307361563753820e-14 2.286587837979090e+00
-2.786343527895951e-05 9.294241577938399e-14 6.859763513937270e+00
-2.782410255099421e-05 9.281121592122978e-14 6.097567567944240e+00
-2.778476982302891e-05 9.268001606307558e-14 1.143293918989545e+01
-2.774543709506361e-05 9.254881620492137e-14 1.295733108188151e+01
-2.770610436709831e-05 9.241761634676716e-14 6.097567567944240e+00
-2.766677163913300e-05 9.228641648861295e-14 4.573175675958180e+00
-2.762743891116770e-05 9.215521663045873e-14 2.286587837979090e+00
-2.758810618320240e-05 9.202401677230452e-14 3.810979729965150e+00
-2.754877345523710e-05 9.189281691415032e-14 3.048783783972120e+00
-2.750944072727179e-05 9.176161705599610e-14 3.810979729965150e+00
-2.747010799930649e-05 9.163041719784189e-14 0.000000000000000e+00
-2.743077527134119e-05 9.149921733968768e-14 4.573175675958180e+00
-2.739144254337589e-05 9.136801748153347e-14 4.573175675958180e+00
-2.735210981541058e-05 9.123681762337925e-14 6.859763513937270e+00
-2.731277708744528e-05 9.110561776522504e-14 3.810979729965150e+00
-2.727344435947998e-05 9.097441790707084e-14 5.335371621951210e+00
-2.723411163151468e-05 9.084321804891662e-14 4.573175675958180e+00
-2.719477890354938e-05 9.071201819076241e-14 1.371952702787454e+01
-2.715544617558408e-05 9.058081833260820e-14 1.524391891986060e+01
-2.711611344761877e-05 9.044961847445399e-14 9.146351351916360e+00
-2.707678071965347e-05 9.031841861629977e-14 6.859763513937270e+00
-2.703744799168817e-05 9.018721875814557e-14 6.097567567944240e+00
-2.699811526372287e-05 9.005601889999136e-14 6.859763513937270e+00
