0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 -3.333333300000000e-01
2.500000000000000e-01 -3.333333300000000e-01
2.500000000000000e-01 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
2.500000000000000e-01 0.000000000000000e+00
2.500000000000000e-01 0.000000000000000e+00
2.500000000000000e-01 0.000000000000000e+00
2.500000000000000e-01 -3.333333300000000e-01
5.000000000000000e-01 -3.333333300000000e-01
5.000000000000000e-01 0.000000000000000e+00
2.500000000000000e-01 0.000000000000000e+00
2.500000000000000e-01 0.000000000000000e+00
5.000000000000000e-01 0.000000000000000e+00
5.000000000000000e-01 0.000000000000000e+00
1.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 0.000000000000000e+00
1.500000000000000e+00 0.000000000000000e+00
1.500000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 0.000000000000000e+00
2.500000000000000e+00 0.000000000000000e+00
2.500000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 0.000000000000000e+00
3.500000000000000e+00 0.000000000000000e+00
3.500000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 0.000000000000000e+00
4.500000000000000e+00 0.000000000000000e+00
4.500000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 0.000000000000000e+00
5.000000000000000e+00 0.000000000000000e+00
5.500000000000000e+00 0.000000000000000e+00
5.500000000000000e+00 0.000000000000000e+00
5.500000000000000e+00 1.000000000000000e+00
5.600000000000000e+00 1.000000000000000e+00
5.600000000000000e+00 0.000000000000000e+00
5.500000000000000e+00 0.000000000000000e+00
5.600000000000000e+00 0.000000000000000e+00
5.600000000000000e+00 0.000000000000000e+00
5.600000000000000e+00 1.000000000000000e+00
5.700000000000000e+00 1.000000000000000e+00
5.700000000000000e+00 0.000000000000000e+00
5.600000000000000e+00 0.000000000000000e+00
5.700000000000000e+00 0.000000000000000e+00
5.700000000000000e+00 0.000000000000000e+00
5.700000000000000e+00 1.000000000000000e+00
5.800000000000000e+00 1.000000000000000e+00
5.800000000000000e+00 0.000000000000000e+00
5.700000000000000e+00 0.000000000000000e+00
5.800000000000000e+00 0.000000000000000e+00
5.800000000000000e+00 0.000000000000000e+00
6.300000000000000e+00 0.000000000000000e+00
6.300000000000000e+00 0.000000000000000e+00
6.800000000000000e+00 0.000000000000000e+00
6.800000000000000e+00 0.000000000000000e+00
7.300000000000000e+00 0.000000000000000e+00
7.300000000000000e+00 0.000000000000000e+00
7.300000000000000e+00 -1.000000000000000e+00
7.450000000000000e+00 -1.000000000000000e+00
7.450000000000000e+00 0.000000000000000e+00
7.300000000000000e+00 0.000000000000000e+00
7.450000000000000e+00 0.000000000000000e+00
7.450000000000000e+00 0.000000000000000e+00
7.450000000000000e+00 -1.000000000000000e+00
7.600000000000000e+00 -1.000000000000000e+00
7.600000000000000e+00 0.000000000000000e+00
7.450000000000000e+00 0.000000000000000e+00
7.600000000000000e+00 0.000000000000000e+00
7.600000000000000e+00 0.000000000000000e+00
8.100000000000000e+00 0.000000000000000e+00
8.100000000000000e+00 0.000000000000000e+00
8.100000000000000e+00 0.000000000000000e+00
8.600000000000000e+00 0.000000000000000e+00
8.600000000000000e+00 0.000000000000000e+00
8.600000000000000e+00 -1.000000000000000e+00
8.750000000000000e+00 -1.000000000000000e+00
8.750000000000000e+00 0.000000000000000e+00
8.600000000000000e+00 0.000000000000000e+00
8.750000000000000e+00 0.000000000000000e+00
8.750000000000000e+00 0.000000000000000e+00
8.750000000000000e+00 -1.000000000000000e+00
8.900000000000000e+00 -1.000000000000000e+00
8.900000000000000e+00 0.000000000000000e+00
8.750000000000000e+00 0.000000000000000e+00
8.900000000000000e+00 0.000000000000000e+00
8.900000000000000e+00 0.000000000000000e+00
9.400000000000000e+00 0.000000000000000e+00
9.400000000000000e+00 0.000000000000000e+00
9.900000000000000e+00 0.000000000000000e+00
9.900000000000000e+00 0.000000000000000e+00
1.040000000000000e+01 0.000000000000000e+00
1.040000000000000e+01 0.000000000000000e+00
1.040000000000000e+01 1.000000000000000e+00
1.050000000000000e+01 1.000000000000000e+00
1.050000000000000e+01 0.000000000000000e+00
1.040000000000000e+01 0.000000000000000e+00
1.050000000000000e+01 0.000000000000000e+00
1.050000000000000e+01 0.000000000000000e+00
1.050000000000000e+01 1.000000000000000e+00
1.060000000000000e+01 1.000000000000000e+00
1.060000000000000e+01 0.000000000000000e+00
1.050000000000000e+01 0.000000000000000e+00
1.060000000000000e+01 0.000000000000000e+00
1.060000000000000e+01 0.000000000000000e+00
1.060000000000000e+01 1.000000000000000e+00
1.070000000000000e+01 1.000000000000000e+00
