0.000000000000000e+00 0.000000000000000e+00 8.470329472543004e-24 8.470329472543004e-24 0.000000000000000e+00 1.207021949837378e-22 1.207021949837378e-22 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00 8.470329472543004e-24 8.470329472543004e-24 0.000000000000000e+00 1.207021949837378e-22 1.207021949837378e-22 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00 1.694065894508601e-23 1.694065894508601e-23 0.000000000000000e+00 2.117582368135751e-22 2.117582368135751e-22 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.500000000000000e-01 1.636222810015259e-03 -1.462118260001083e-10 1.636222663803433e-03 0.000000000000000e+00 3.124243330863752e-15 3.124243330863752e-15 2.499928605903900e-01 1.308996938995747e-02 0.000000000000000e+00 0.000000000000000e+00
2.500000000000000e-01 1.636222810015259e-03 -1.462118260001083e-10 1.636222663803433e-03 0.000000000000000e+00 3.124243330863752e-15 3.124243330863752e-15 2.499928605903900e-01 1.308996938995747e-02 0.000000000000000e+00 0.000000000000000e+00
5.000000000000000e-01 6.544610881704615e-03 3.850570751117823e-09 6.544614732275366e-03 0.000000000000000e+00 8.236636337119641e-15 8.236636337119641e-15 4.999428861910845e-01 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 1.963308503564119e-02 2.362013211437987e-08 1.963310865577330e-02 0.000000000000000e+00 1.102833763303194e-15 1.102833763303194e-15 9.997715486788632e-01 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
1.500000000000000e+00 3.272155918957777e-02 4.338969347764185e-08 3.272160257927124e-02 0.000000000000000e+00 -6.030967986773712e-15 -6.030967986773712e-15 1.499600211166642e+00 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
2.000000000000000e+00 4.581003334351434e-02 6.315925484090425e-08 4.581009650276918e-02 0.000000000000000e+00 -1.316476943191876e-14 -1.316476943191876e-14 1.999428873654420e+00 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
2.500000000000000e+00 5.889850749745092e-02 8.292881620416544e-08 5.889859042626712e-02 0.000000000000000e+00 -2.029857015708580e-14 -2.029857015708580e-14 2.499257536142199e+00 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
3.000000000000000e+00 7.198698165138749e-02 1.026983775674246e-07 7.198708434976506e-02 0.000000000000000e+00 -2.743237203421764e-14 -2.743237203421764e-14 2.999086198629978e+00 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
3.500000000000000e+00 8.507545580532407e-02 1.224679389306835e-07 8.507557827326299e-02 0.000000000000000e+00 -3.456617524966155e-14 -3.456617524966155e-14 3.498914861117757e+00 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
4.000000000000000e+00 9.816392995926064e-02 1.422375002939448e-07 9.816407219676093e-02 0.000000000000000e+00 -4.169997819405492e-14 -4.169997819405492e-14 3.998743523605536e+00 2.617993877991494e-02 0.000000000000000e+00 0.000000000000000e+00
