	100
-3.340321690998115e-02 1.375838719747113e-01 1.610906920559861e-01 2.304173150633674e+01 1.198647581424372e-04
-3.155286605876322e-02 1.475814752497814e-01 1.576737839301631e-01 1.633539729023965e+02 1.512696911722899e-04
-2.962524812333504e-02 1.721699423501313e-01 1.594272982294288e-01 7.508862419991683e+02 1.789653828382132e-04
-2.773277343649579e-02 1.901521673750626e-01 1.627476089111282e-01 2.224154148552858e+03 2.633937373827227e-04
-2.593526436768250e-02 1.694102824432385e-01 1.632614479349035e-01 2.882395199804454e+03 3.597317854178410e-04
-2.399548433882986e-02 1.489541050401746e-01 1.654572171822966e-01 1.644189090172189e+03 2.417186541359269e-04
-2.194388064110260e-02 1.411398548238563e-01 1.676186959689122e-01 1.231287213317400e+03 1.732387781526092e-04
-1.994304616309419e-02 1.445602082687686e-01 1.705413467186404e-01 1.203335297329547e+03 1.381241021752643e-04
-1.796328216561508e-02 1.528856017402803e-01 1.713800789682307e-01 1.246294097490347e+03 1.134115103597097e-04
-1.598376927067602e-02 1.590359127495085e-01 1.722349622217352e-01 1.281760083669611e+03 1.064710000855450e-04
-1.400729658837115e-02 1.620180554326507e-01 1.713136308432282e-01 1.288976566922749e+03 1.039611809792893e-04
-1.202731317676317e-02 1.624922073289862e-01 1.698212505596472e-01 1.291176584644987e+03 1.038215478013610e-04
-1.004695762115996e-02 1.616160838807610e-01 1.690373004920279e-01 1.289157244706701e+03 1.034348871424126e-04
-8.069338518332903e-03 1.611598825618402e-01 1.678107512627663e-01 1.286106978589395e+03 1.044366608768664e-04
-6.088426387620632e-03 1.590484992147646e-01 1.669415572852044e-01 1.289242269546208e+03 1.070780382297524e-04
-4.107877613854064e-03 1.566342349316620e-01 1.657342548962492e-01 1.299190175768501e+03 1.116758339351588e-04
-2.124845964949385e-03 1.528102870009474e-01 1.650408866133075e-01 1.335676460021846e+03 1.175165980697963e-04
-1.466476439771358e-04 1.485257410021501e-01 1.639239222493782e-01 1.367039997694909e+03 1.244564132641080e-04
1.826610316946144e-03 1.442678305506601e-01 1.629133219592216e-01 1.371014908941851e+03 1.312096232677162e-04
3.805920271996673e-03 1.408705715226936e-01 1.617273849609482e-01 1.346060118546612e+03 1.374836557584020e-04
5.785853328962805e-03 1.376555401481899e-01 1.604628669796410e-01 1.314345853410584e+03 1.418153801228866e-04
7.762614037019426e-03 1.361904123435548e-01 1.594232820507939e-01 1.274001567064618e+03 1.434927268803655e-04
9.738441732122195e-03 1.364363090407003e-01 1.579101196290583e-01 1.210434871428363e+03 1.434484709315412e-04
1.171226114096732e-02 1.377881608848777e-01 1.571691534529143e-01 1.118576160446228e+03 1.409479247624824e-04
1.368912132412330e-02 1.399958683919843e-01 1.561814979482484e-01 1.015334749075123e+03 1.353113832828304e-04
1.566884917829672e-02 1.416179235142458e-01 1.550160400821011e-01 9.058121276854556e+02 1.282425600132231e-04
1.764875077959522e-02 1.420939793234473e-01 1.518942870294228e-01 7.989996730550661e+02 1.202571763342610e-04
1.962693539964441e-02 1.408873475970822e-01 1.500836042486357e-01 7.052279031840287e+02 1.117462490749093e-04
2.160572379608316e-02 1.394676215076874e-01 1.476363917713475e-01 6.198204518994705e+02 1.043990444367994e-04
2.358698433288872e-02 1.358623427899619e-01 1.440604201737481e-01 5.447222624051093e+02 9.825049539812320e-05
2.556676049239071e-02 1.327069824209893e-01 1.410859974910133e-01 4.799014503861296e+02 9.240095195138108e-05
2.754845557772867e-02 1.316121885782865e-01 1.394804928487386e-01 4.319793252191221e+02 8.705596981852147e-05
2.952973118685523e-02 1.297055372171506e-01 1.389407640414886e-01 3.877557805706594e+02 8.281865176803325e-05
3.151014544067589e-02 1.290262341629147e-01 1.391183362701200e-01 3.446481869407231e+02 7.963125621694626e-05
3.348821024402107e-02 1.298780018681749e-01 1.395844012960311e-01 3.065039183169950e+02 7.692205911242632e-05
